Transaction ID,Date,Type,Amount,Account,Description,Vendor
33d1091b-359e-4623-9ce5-3e9ebb8afe42,2023-03-12,Deposit,1614.63,ACCT-1932,Deposit - Office Supplies,XYZ Tech Solutions
67869c8a-b417-49c3-8e6d-88cdaa899937,2023-03-12,Withdrawal,8305.77,ACCT-9981,Withdrawal - Equipment,123 Cleaning Services
dcc7d4f6-cbcc-437d-a5a2-3ec273a15440,2023-03-13,Payment,2206.72,ACCT-3994,Payment - Miscellaneous,123 Cleaning Services
5b74f04d-1aae-40c0-8759-8e705d6b3f2c,2023-03-13,Deposit,5224.42,ACCT-9896,Deposit - Office Supplies,ABC Office Supplies
d91e46b9-130d-4613-bb63-2c4171e5dcb1,2023-03-14,Payment,4107.71,ACCT-7872,Payment - Miscellaneous,ABC Office Supplies
9d169e9a-4680-490e-be58-88cfd5215df7,2023-03-14,Payment,1217.5,ACCT-3398,Payment - Miscellaneous,XYZ Tech Solutions
f42c4ea7-b6c8-4c77-9e00-4fe777fb46e3,2023-03-14,Withdrawal,2065.84,ACCT-2803,Withdrawal - Office Supplies,123 Cleaning Services
ae1b9497-7e3f-40a1-885c-6143a6e69028,2023-03-15,Payment,472.4986,ACCT-2719,Monthly Utility Bill,City Power & Utilities
b93727c2-d436-4434-b84e-3c717b29c5b9,2023-03-15,Payment,2526.4233719999997,ACCT-1888,Payment - Equipment,ABC Office Supplies
085cbbcf-a690-4f77-ad69-2a60ec3c51ed,2023-03-15,Withdrawal,6367.88,ACCT-3750,Withdrawal - Equipment,123 Cleaning Services
dc010efa-4205-42af-bd00-1b197e9d6b27,2023-03-15,Purchase,4993.07,ACCT-6879,Purchase - Office Supplies,123 Cleaning Services
aa60bfe6-a421-4e13-890c-6d7c14b5292d,2023-03-15,Purchase,6427.6,ACCT-8961,Purchase - Equipment,XYZ Tech Solutions
633305bb-9abc-425e-af71-493944aa1b28,2023-03-15,Purchase,5330.81,ACCT-2121,Purchase - Services,XYZ Tech Solutions
dd9bfa11-63bc-4103-8d41-cfba2fd8fd76,2023-03-16,Payment,1872.3,WRONG-575,Payment - Equipment,XYZ Tech Solutions
7401f076-57cf-487b-877a-a019fc0e4fea,2023-03-17,Transfer,5508.11,ACCT-4826,Transfer - Equipment,ABC Office Supplies
570db7f4-7ab6-497a-9499-9298652a56a2,2023-03-17,Transfer,2755.47,ACCT-6856,Transfer - Services,ABC Office Supplies
91750f98-7f15-48b5-94e1-661e553015d5,2023-03-18,Deposit,1797.77,ACCT-1590,Deposit - Office Supplies,123 Cleaning Services
1eac332a-a136-4fb2-8aef-003199d87251,2023-03-18,Deposit,3546.65,ACCT-4429,Deposit - Office Supplies,XYZ Tech Solutions
c3763014-a234-4564-8d13-4887ad6a1c0c,2023-03-18,Transfer,1075.34,ACCT-8504,Transfer - Office Supplies,XYZ Tech Solutions
149b7e84-327b-4960-b946-0e3fe4dd539e,2023-03-20,Withdrawal,8826.5034,ACCT-4117,Withdrawal - Services,XYZ Tech Solutions
5ce623f6-b32e-4837-bf95-1d75923232c9,2023-03-20,Payment,3213.55,ACCT-5777,Payment - Miscellaneous,XYZ Tech Solutions
c445948b-740c-4b28-bde0-3fbb43ffc781,2023-03-21,Transfer,1415.76,ACCT-4354,Transfer - Services,XYZ Tech Solutions
c483958c-608d-46d3-8ae6-4bb11c65bb7e,2023-03-21,Transfer,2896.24,ACCT-1087,Transfer - Office Supplies,123 Cleaning Services
659be562-9d94-4404-b304-d8b0ccf438e0,2023-03-21,Transfer,2195.54,ACCT-4221,Transfer - Equipment,ABC Office Supplies
b8a1867d-5cb9-4090-a15d-a376e465025c,2023-03-23,Purchase,8270.68,ACCT-1774,Purchase - Services,ABC Office Supplies
a356278a-f266-4432-abd3-13fe4a9dc115,2023-03-24,Transfer,1789.029,ACCT-2939,Transfer - Services,XYZ Tech Solutions
4b001a7d-4e02-4b4b-9235-be8b28e09e19,2023-03-24,Deposit,6054.35,ACCT-7986,Deposit - Office Supplies,ABC Office Supplies
1cd1a6c9-1dfe-4c48-8870-da6259972318,2023-03-24,Payment,3263.9211,ACCT-7205,Payment - Services,123 Cleaning Services
96f70c3b-22a2-441d-9503-08670c9f15f6,2023-03-24,Transfer,1529.23,ACCT-7934,Transfer - Miscellaneous,XYZ Tech Solutions
71fc07d0-8d8c-44bc-b3b3-3f426fcacf1e,2023-03-24,Purchase,1299.86,ACCT-6839,Purchase - Equipment,123 Cleaning Services
1c3b738c-f7fb-4c15-9df1-37ea3e45ac1e,2023-03-24,Payment,4642.27,ACCT-6547,Payment - Office Supplies,ABC Office Supplies
7be87239-3027-4f1a-b103-3da67f79ae81,2023-03-25,Transfer,6181.21,ACCT-3498,Transfer - Office Supplies,123 Cleaning Services
2aab6d54-225f-484d-a7e4-36c4048fbe1f,2023-03-25,Deposit,3111.91,ACCT-3471,Deposit - Office Supplies,ABC Office Supplies
773f1f2a-b5ec-40da-9b58-2d0e4f681dfd,2023-03-25,Deposit,2883.95,ACCT-6551,Deposit - Office Supplies,123 Cleaning Services
519034a5-75ac-4e09-a196-98bcb2d1e83f,2023-03-26,Payment,9936.12,ACCT-9273,Payment - Equipment,XYZ Tech Solutions
c79ccbdb-2546-4986-8193-e48140bfdfa9,2023-03-27,Purchase,1414.72,ACCT-9241,Purchase - Services,123 Cleaning Services
4e95175c-45d3-4d70-859f-92da3ed91c61,2023-03-27,Transfer,7148.6316,ACCT-1787,Transfer - Miscellaneous,XYZ Tech Solutions
ab9b4589-6668-42ae-b952-1e0095888174,2023-03-28,Purchase,5875.06,ACCT-4357,Purchase - Miscellaneous,123 Cleaning Services
9fe365d4-17c6-4921-b0e7-4efc6a15d537,2023-03-28,Withdrawal,2673.97,ACCT-8578,Withdrawal - Office Supplies,123 Cleaning Services
80a705fc-5abc-485c-86a6-6cb3596e31e7,2023-03-29,Deposit,3200.25,ACCT-8248,Deposit - Equipment,XYZ Tech Solutions
a6090eb8-fe74-45ff-a412-aec6870d8d35,2023-03-29,Transfer,1200.44,ACCT-1101,Transfer - Office Supplies,ABC Office Supplies
abf4d48d-1f6e-4b4c-b7dd-a2ffb27574a4,2023-03-29,Payment,2958.69,ACCT-8625,Payment - Miscellaneous,ABC Office Supplies
b536cd00-a837-4e9c-a871-4463de3ce2bc,2023-03-29,Deposit,8918.395199999999,ACCT-7647,Deposit - Miscellaneous,XYZ Tech Solutions
4504f568-d669-40cb-8bc6-1567c0d86d02,2023-03-30,Purchase,2871.52,WRONG-609,Purchase - Equipment,123 Cleaning Services
97990fe9-a06f-40a4-9ba9-c2fcab381c64,2023-03-30,Deposit,1348.79,ACCT-4522,Deposit - Services,123 Cleaning Services
35843d32-663e-44bd-abc1-967d1a752891,2023-04-01,Payment,1884.62,ACCT-4132,Office Rent,Prime Office Rentals
dfb0a355-7e58-4316-9631-53cdbe802522,2023-04-01,Deposit,4386.4,ACCT-6481,Deposit - Office Supplies,123 Cleaning Services
d44b69e8-6a10-4229-b2fc-0f3a36e13545,2023-04-01,Deposit,1585.6,ACCT-1264,Deposit - Services,123 Cleaning Services
b2d2c542-10b5-4277-9b43-cfe37d73af0c,2023-04-02,Payment,6911.22,ACCT-3860,Payment - Office Supplies,XYZ Tech Solutions
d37f16a2-7e42-4e1d-ba0b-50ef0c99f78f,2023-04-02,Deposit,4963.16,ACCT-1477,Deposit - Services,123 Cleaning Services
d7bcb220-b5d2-4740-887e-2e6ab3ecc1a1,2023-04-03,Withdrawal,2631.16,ACCT-9050,Withdrawal - Equipment,123 Cleaning Services
e24dee28-0545-4ad3-8f23-0f760a0cb3dc,2023-04-03,Transfer,4948.14,ACCT-5344,Transfer - Services,123 Cleaning Services
c45a3b9d-bc69-4dc1-9ca7-5eb6fa05c48f,2023-04-03,Payment,5598.45,ACCT-5682,Payment - Services,ABC Office Supplies
14ff9be6-af68-4a66-9c6e-a16b852f575e,2023-04-04,Transfer,4318.56,ACCT-1121,Transfer - Services,ABC Office Supplies
da386cf5-d733-410a-b85a-e1032de07679,2023-04-04,Deposit,1368.59,ACCT-9329,Deposit - Services,123 Cleaning Services
7c1e0a9b-57a8-4682-8849-0e453a146c56,2023-04-05,Payment,3876.2954999999997,ACCT-9925,Payment - Office Supplies,ABC Office Supplies
0d02d4b8-ed86-41c5-a132-e3103ac27c99,2023-04-05,Purchase,7557.75,ACCT-4555,Purchase - Office Supplies,ABC Office Supplies
b913c563-893d-4169-818c-8e60ff38f515,2023-04-05,Deposit,1300.11,ACCT-6464,Deposit - Services,XYZ Tech Solutions
92f44d8d-3db8-41e3-aaeb-553a89e6a9f5,2023-04-06,Purchase,1376.85,ACCT-8284,Purchase - Equipment,ABC Office Supplies
a3b13e0d-d973-462c-867d-280ea17b6aa8,2023-04-06,Withdrawal,1837.99,ACCT-5820,Withdrawal - Office Supplies,123 Cleaning Services
4b20ba16-3d54-4518-b0c4-3198c1580fb8,2023-04-06,Withdrawal,1089.27,ACCT-2736,Withdrawal - Equipment,123 Cleaning Services
9316c550-97c9-4889-b255-9c6567b5f3c1,2023-04-06,Withdrawal,6037.47,ACCT-2995,Withdrawal - Miscellaneous,123 Cleaning Services
f9bdb44c-1023-4f4c-a719-b381e58f3f46,2023-04-07,Withdrawal,2133.31,ACCT-9405,Withdrawal - Miscellaneous,123 Cleaning Services
7a71e7d8-fde8-4f7f-b50b-71c09e6bef88,2023-04-08,Purchase,2183.2,ACCT-3153,Purchase - Equipment,ABC Office Supplies
9c9e9687-c41e-4be5-8a93-8059d294fb1c,2023-04-08,Withdrawal,4202.19,ACCT-2222,Withdrawal - Services,123 Cleaning Services
1e4c729d-2709-4088-8ce6-17fe565d021a,2023-04-09,Payment,1012.17,ACCT-6376,Payment - Office Supplies,XYZ Tech Solutions
6f76b78f-39c7-4a78-bd96-0d9229af42ac,2023-04-09,Deposit,1241.9,ACCT-2113,Deposit - Miscellaneous,XYZ Tech Solutions
b3b10d85-de62-4131-96e3-64fdef18bd5c,2023-04-09,Deposit,4334.93,ACCT-6526,Team Building Retreat,Gourmet Restaurant
88b4b185-d256-4cf6-9b60-e912eceddb61,2023-04-09,Payment,8157.5,ACCT-1602,Payment - Office Supplies,ABC Office Supplies
ca4a346a-3cc6-4d2a-b742-353e141cd912,2023-04-09,Payment,6595.84,ACCT-7223,Payment - Office Supplies,123 Cleaning Services
ff11c745-17d5-4ecc-a4a2-ab2aac0a724e,2023-04-09,Payment,1983.4,ACCT-6515,Payment - Office Supplies,ABC Office Supplies
17827b05-738c-4f3c-824a-7a0e002f8028,2023-04-09,Transfer,1256.04,ACCT-4702,Transfer - Services,ABC Office Supplies
7363a58f-1b07-44dd-aa7c-67f9780244fd,2023-04-09,Deposit,8763.72,WRONG-777,Deposit - Services,123 Cleaning Services
226fa1a5-eff5-4091-8718-9d87648ea673,2023-04-09 00:04,Payment,8157.5,ACCT-1602,Payment - Office Supplies,ABC Office Supplies
5325e733-da99-427a-a187-ea2ffc9ee55b,2023-04-10,Withdrawal,4458.09,ACCT-8391,Withdrawal - Miscellaneous,123 Cleaning Services
005f1cb8-c985-474c-9ed7-b7a111612494,2023-04-10,Transfer,6027.56,ACCT-4551,Transfer - Equipment,ABC Office Supplies
e79ca42a-d891-4dbe-9c29-702968fe62bf,2023-04-12,Withdrawal,6332.288885999999,ACCT-1553,Withdrawal - Office Supplies,123 Cleaning Services
7b1ea98d-9ee1-410f-83f8-c3eca092cfab,2023-04-12,Deposit,1054.7,ACCT-4132,Deposit - Services,XYZ Tech Solutions
b2d83032-79ce-4b1e-b8ac-56b216366ff1,2023-04-12,Transfer,9761.2,ACCT-2427,Transfer - Services,123 Cleaning Services
bbc31288-d308-4cb6-9f9e-eccb2cf791c3,2023-04-12,Purchase,2769.81,ACCT-9835,Purchase - Office Supplies,ABC Office Supplies
a1eac232-b6f3-4413-93f0-cf33b95f539b,2023-04-12,Deposit,2395.7,ACCT-5157,Deposit - Office Supplies,ABC Office Supplies
2e1add82-1258-478b-8795-1896ea4b7675,2023-04-12,Deposit,1013.89,ACCT-9678,Deposit - Office Supplies,XYZ Tech Solutions
1f91d8e1-fbb3-4f09-95dc-c87d00d3e7c1,2023-04-13,Deposit,1085.08,ACCT-1258,Deposit - Miscellaneous,ABC Office Supplies
8bc767a2-acb1-4126-a653-700cfa9ef6b7,2023-04-13,Transfer,5194.23,ACCT-6136,Transfer - Services,123 Cleaning Services
ca10d4ff-5900-4cf6-a59a-5bc92c81f4de,2023-04-15,Purchase,1431.34,ACCT-4060,Purchase - Office Supplies,123 Cleaning Services
2f141f12-b1f7-4e2f-b745-6538064e759a,2023-04-16,Transfer,1134.8073,ACCT-5557,Transfer - Equipment,123 Cleaning Services
0f5c338d-ce32-4235-b5b1-80cc48856264,2023-04-16,Payment,1546.13,ACCT-5650,Payment - Services,XYZ Tech Solutions
05864fa2-f2da-4bc4-b042-21fd63995023,2023-04-16,Withdrawal,1020.4524,ACCT-5249,Withdrawal - Office Supplies,123 Cleaning Services
14de2ae1-3792-4e13-a46a-78ae6a36e81e,2023-04-16,Deposit,1529.12,ACCT-5357,Deposit - Office Supplies,123 Cleaning Services
1c739a85-e63c-4eac-9b28-e951b3a9c84c,2023-04-16,Transfer,1675.24,ACCT-9492,Transfer - Equipment,ABC Office Supplies
17fd8ae2-26ae-4ae0-9711-726c509c0b69,2023-04-16,Withdrawal,8648.1,ACCT-5759,Withdrawal - Miscellaneous,XYZ Tech Solutions
ee11c127-8694-4509-88ac-32a51cc66cf8,2023-04-17,Withdrawal,2963.77,ACCT-6232,Withdrawal - Office Supplies,ABC Office Supplies
c91671b1-30b2-42fe-8f07-730fbc3aeafa,2023-04-17,Payment,1129.7,ACCT-3417,Payment - Office Supplies,123 Cleaning Services
60a00652-b224-4ebe-80e8-1183ce22f0d8,2023-04-17,Payment,4971.93,ACCT-3939,Payment - Miscellaneous,XYZ Tech Solutions
f1c23ca4-5c42-4059-bf80-e0e216b5a1d8,2023-04-17,Withdrawal,1372.9122,ACCT-4021,Team Building Retreat,Luxury Resort & Spa
9111419b-9edd-4e65-9dd6-874811021633,2023-04-17 00:56,Payment,4971.93,ACCT-3939,Payment - Miscellaneous,XYZ Tech Solutions
c350cce2-7095-48d2-be37-225904ee45fa,2023-04-19,Withdrawal,4336.49,ACCT-5833,Withdrawal - Miscellaneous,ABC Office Supplies
14177cac-f3db-4b56-8dbc-166b78bea2ae,2023-04-19,Purchase,5937.84,ACCT-8341,Purchase - Services,123 Cleaning Services
c98e869f-4104-45c0-8958-dbbc627f8c08,2023-04-19,Withdrawal,4415.84,ACCT-8659,Withdrawal - Services,123 Cleaning Services
ca84b396-5700-4f14-9a90-b5cf48722ebc,2023-04-21,Withdrawal,2117.94,ACCT-3333,Withdrawal - Equipment,XYZ Tech Solutions
0c607725-1edc-49c1-8fe9-fa7a969500cb,2023-04-21,Deposit,1205.79,ACCT-4773,Deposit - Office Supplies,XYZ Tech Solutions
71ab302f-2e59-4eb7-b8a4-98f768a61b8d,2023-04-21,Deposit,2543.19,ACCT-1528,Deposit - Miscellaneous,ABC Office Supplies
df8be22a-cda0-4662-81fb-7c3afbf62b7e,2023-04-21,Deposit,5820.59,ACCT-8778,Deposit - Miscellaneous,ABC Office Supplies
718faf3b-0259-4781-b2a8-b50a61106ddd,2023-04-22,Transfer,2798.33,ACCT-7783,Transfer - Equipment,123 Cleaning Services
caa5718f-7946-40b5-a0dd-88039bfb0ef0,2023-04-22,Transfer,3083.78,ACCT-3253,Transfer - Miscellaneous,123 Cleaning Services
d97005f7-b042-4631-9e08-98acf0431115,2023-04-22,Withdrawal,1988.81,ACCT-9619,Withdrawal - Equipment,XYZ Tech Solutions
d9f9bbca-1e9a-46dc-84e3-1dd239286055,2023-04-23,Deposit,3921.8256,ACCT-4752,Deposit - Services,123 Cleaning Services
3f0fc9d8-c480-486a-9f7e-94e3260897d1,2023-04-23,Purchase,1369.269,ACCT-5845,Purchase - Equipment,XYZ Tech Solutions
bb3d6d13-5c32-4fca-9b26-bdf49a773b58,2023-04-23,Transfer,1631.55,ACCT-7049,Transfer - Equipment,XYZ Tech Solutions
cf749218-d047-4edd-ac60-d25b40faebf6,2023-04-23,Transfer,1975.49,ACCT-2841,Transfer - Office Supplies,XYZ Tech Solutions
879d5813-7f14-4358-a0dc-663905da540c,2023-04-23,Payment,2105.93,ACCT-1157,Payment - Miscellaneous,ABC Office Supplies
5802b068-8b7a-4ffd-ba83-89b02aa25d70,2023-04-23,Deposit,1641.38,ACCT-3270,Deposit - Services,ABC Office Supplies
787c641a-dace-4eb6-959f-9e7277d179b4,2023-04-23,Transfer,1802.88,ACCT-4734,Transfer - Miscellaneous,ABC Office Supplies
88ff9a86-f816-4d88-a729-ba58d0bcae37,2023-04-23,Purchase,5071.66,ACCT-3893,Purchase - Services,ABC Office Supplies
1506a009-13b3-4ada-b14e-2841caed1393,2023-04-24,Payment,1361.59,ACCT-6467,Payment - Services,ABC Office Supplies
0bc7766d-9456-49fb-b4bc-f7d1cc7afea6,2023-04-24,Purchase,1575.99,ACCT-1724,Purchase - Office Supplies,123 Cleaning Services
2e407aaf-3f3d-4772-92a1-0830c744a051,2023-04-24,Deposit,9353.85,ACCT-8930,Deposit - Equipment,123 Cleaning Services
94a5329a-f0f0-47ed-b077-6a9f1077858c,2023-04-24,Withdrawal,2825.1,ACCT-8394,Withdrawal - Services,123 Cleaning Services
c72a91a8-cf8c-4d17-a99d-dfcf161dc966,2023-04-24,Deposit,7737.64,ACCT-3261,Deposit - Office Supplies,ABC Office Supplies
144bf4ee-81c0-4a51-b689-4c3eaeb47bec,2023-04-24,Payment,9549.89,ACCT-7837,Payment - Office Supplies,XYZ Tech Solutions
f547bda0-0475-4360-81d9-f783608ff02c,2023-04-25,Deposit,9534.84,ACCT-4397,Deposit - Equipment,ABC Office Supplies
38b8bc52-a271-4905-939b-1bf8746c90b2,2023-04-25,Transfer,1088.53,ACCT-1521,Transfer - Equipment,ABC Office Supplies
c43d5c5a-4133-4c51-b95f-ff932196bd46,2023-04-26,Purchase,5383.4,ACCT-8155,Purchase - Equipment,ABC Office Supplies
2c6b2c4a-0239-4696-bbad-ccf9f7f007ba,2023-04-26,Transfer,1197.4347,ACCT-4359,Transfer - Miscellaneous,XYZ Tech Solutions
a9a119ea-80c9-4aa2-8404-d6274f0cb421,2023-04-26,Deposit,5376.8583,ACCT-9566,Deposit - Services,ABC Office Supplies
1419f9d7-f80a-40d9-973e-b2be195a2449,2023-04-26,Transfer,6671.58,ACCT-5665,Transfer - Office Supplies,ABC Office Supplies
bfdc18fd-0c30-40c6-8218-73b8c4a83968,2023-04-27,Payment,4372.19,ACCT-5971,Payment - Office Supplies,ABC Office Supplies
fab6f422-96e3-429b-8503-69eef40fa3ec,2023-04-28,Payment,2709.7,ACCT-4773,Payment - Equipment,ABC Office Supplies
7bbfcdb2-f53a-4bc3-83c7-a3f4e4c8380b,2023-04-28,Withdrawal,2925.4,ACCT-8980,Withdrawal - Services,XYZ Tech Solutions
3c36c6d6-24f2-48c1-8e4c-1dc086211a67,2023-04-29,Payment,1827.25,ACCT-1277,Payment - Equipment,123 Cleaning Services
b4b184b4-2c5d-4836-bd39-d880ff509e8a,2023-04-29,Deposit,4103.12,ACCT-3346,Deposit - Office Supplies,123 Cleaning Services
0846cf11-67e0-4903-a784-2d672e5b4605,2023-04-29,Withdrawal,7557.45,ACCT-7781,Withdrawal - Office Supplies,XYZ Tech Solutions
c4cbfcb0-c445-4798-8466-fd8c3fe583e8,2023-04-30,Deposit,2739.41,ACCT-4742,Deposit - Equipment,123 Cleaning Services
febfd079-2f52-45e6-80b1-ea1bb2bdc80d,2023-05-01,Payment,1970.1702,ACCT-4211,Office Rent,Prime Office Rentals
fc1786f1-e338-472a-8936-5634e980c42b,2023-05-01,Deposit,1692.0684,ACCT-9481,Deposit - Miscellaneous,ABC Office Supplies
08ff60c6-8b84-4a34-a8ce-0e0e61954b2f,2023-05-01,Payment,4090.38,ACCT-6677,Payment - Office Supplies,XYZ Tech Solutions
55217f5d-6599-4f6f-83f9-c414cf4778b7,2023-05-01,Withdrawal,7564.75,ACCT-7245,Withdrawal - Services,123 Cleaning Services
eeae77bd-1396-4dfe-984b-b38e376760ef,2023-05-01,Deposit,9202.67,ACCT-4426,Deposit - Equipment,123 Cleaning Services
338a85d2-ce03-4ef3-9dd8-7980e9aeef92,2023-05-02,Transfer,1077.67,ACCT-9345,Transfer - Equipment,XYZ Tech Solutions
fd911134-4680-4b53-8dbe-52981358d384,2023-05-02,Deposit,2683.33,ACCT-7204,Deposit - Services,ABC Office Supplies
a6198f33-3777-4aef-84db-37dfc792af63,2023-05-04,Purchase,7986.45,ACCT-4837,Purchase - Miscellaneous,ABC Office Supplies
8c71615a-f8ab-4328-b74f-430b345c5be8,2023-05-04,Deposit,3893.274,ACCT-4775,Deposit - Services,XYZ Tech Solutions
f8f8af97-91d9-493c-977e-d9e7794076d0,2023-05-05,Deposit,9714.83,ACCT-5248,Deposit - Office Supplies,ABC Office Supplies
8a57119e-a4d1-4770-9ef7-1f9dd903df0b,2023-05-05,Payment,5240.34,ACCT-3086,Payment - Miscellaneous,XYZ Tech Solutions
22f9bcc1-fbb8-4d4f-abcc-4c6181055e98,2023-05-05,Payment,3843.5,ACCT-2644,Payment - Equipment,ABC Office Supplies
6e6139a3-7324-424a-9d0e-969332ecc86f,2023-05-05,Deposit,2003.58,ACCT-6990,Deposit - Office Supplies,XYZ Tech Solutions
d2799396-c8e0-48d2-8f33-5fd02e851647,2023-05-06,Transfer,1638.77,ACCT-6885,Transfer - Miscellaneous,ABC Office Supplies
710a140a-8604-4bda-9ea1-704895f6fcdb,2023-05-07,Deposit,1635.44,ACCT-1850,Deposit - Services,ABC Office Supplies
510b927d-e9c7-4319-9a2d-9fdbd9056b51,2023-05-07,Payment,3191.73,ACCT-8728,Payment - Services,123 Cleaning Services
afc3a2c3-7eb5-4945-ba8d-908de2b2dc00,2023-05-07,Purchase,7179.31,ACCT-7113,Purchase - Miscellaneous,123 Cleaning Services
b6bd0250-7f58-4e15-9b3b-526f8802b6f6,2023-05-07,Deposit,1200.59,ACCT-4268,Deposit - Miscellaneous,123 Cleaning Services
015dce5d-ce27-42c9-b60e-be01b17a80d7,2023-05-08,Deposit,4474.28,ACCT-9789,Deposit - Office Supplies,123 Cleaning Services
f45b2786-fe9d-46ac-8571-2557f4987eee,2023-05-09,Payment,4349.24,ACCT-2516,Payment - Services,XYZ Tech Solutions
c9641856-da91-4023-86ed-d81ad47964d5,2023-05-09,Deposit,2282.64,ACCT-3680,Deposit - Services,ABC Office Supplies
0823dc7d-3f0b-4bd4-875a-96ef37275c64,2023-05-09,Withdrawal,1909.72,ACCT-8090,Withdrawal - Services,123 Cleaning Services
57461a4d-9d26-4c70-b3a5-f17f91309e99,2023-05-09,Withdrawal,1739.09,ACCT-8246,Withdrawal - Miscellaneous,ABC Office Supplies
b43b0b70-d8c1-47c1-b858-884cb37644d7,2023-05-10,Purchase,7079.88,ACCT-8777,Purchase - Miscellaneous,XYZ Tech Solutions
fa5b17c5-d2d7-414b-933d-5b030a5575fd,2023-05-10,Transfer,3662.2377,ACCT-5724,Transfer - Office Supplies,ABC Office Supplies
1b99bca6-a2c3-42d0-b88f-7b22cd532bd0,2023-05-10,Withdrawal,3609.9,ACCT-3912,Withdrawal - Miscellaneous,123 Cleaning Services
e2f2b4aa-b7ef-4744-b92d-4cefc2c3eabf,2023-05-10,Withdrawal,9205.79,ACCT-2947,Withdrawal - Equipment,123 Cleaning Services
639f1015-f7d1-4154-85a7-29f069e3a9a5,2023-05-10,Purchase,6630.73,ACCT-3088,Purchase - Office Supplies,123 Cleaning Services
6e6d2c26-9945-4d3f-9803-be4e80ae292a,2023-05-11,Transfer,4385.23,ACCT-8473,Transfer - Office Supplies,ABC Office Supplies
c1d392f9-4b5d-426c-ab4e-c66076362c57,2023-05-11,Transfer,1536.51,ACCT-1859,Transfer - Services,XYZ Tech Solutions
05f34c9c-af90-43d5-a7cb-9703e7622146,2023-05-11,Payment,7044.33,ACCT-9241,Payment - Miscellaneous,ABC Office Supplies
7114d99f-0179-476a-a349-5cb3f4cd5e04,2023-05-11,Withdrawal,1100.12,ACCT-3586,Withdrawal - Office Supplies,XYZ Tech Solutions
2ec0a791-f2a9-4d9c-905b-966077edf125,2023-05-11,Payment,5302.26,ACCT-7281,Payment - Equipment,ABC Office Supplies
fca785c8-b0fe-4ec9-a3a4-b57ee004f98e,2023-05-12,Deposit,1159.87,ACCT-2733,Deposit - Equipment,ABC Office Supplies
8ac7809d-d19b-413b-b1d0-4b0120e4da6e,2023-05-12,Transfer,4618.73,ACCT-9699,Transfer - Equipment,123 Cleaning Services
c892ec96-ca4d-42fc-ab72-ed6cb4deaafa,2023-05-12,Withdrawal,3535.46,ACCT-7331,Withdrawal - Equipment,XYZ Tech Solutions
422acb10-aa4c-4517-b135-c55b7b892701,2023-05-12,Purchase,4262.99,ACCT-6795,Purchase - Services,123 Cleaning Services
4b1d2e44-d676-436f-8fff-8175d0cf1c8e,2023-05-12,Purchase,1184.23,ACCT-2639,Purchase - Services,123 Cleaning Services
674d9626-8eba-4419-aa50-b8f09a1ff1df,2023-05-12,Withdrawal,4142.29,ACCT-6850,Withdrawal - Miscellaneous,123 Cleaning Services
8a53a2a9-6930-4a88-8eb3-4e0b97b37e47,2023-05-14,Transfer,9092.35,ACCT-6840,Transfer - Office Supplies,ABC Office Supplies
bd96a98f-be18-4f1b-8e4d-3daa47c20ebd,2023-05-14,Transfer,1991.43,ACCT-2170,Transfer - Office Supplies,ABC Office Supplies
4a7eb3cc-ab84-48c7-99f8-3cfa0dccd0b5,2023-05-14,Withdrawal,1635.87,ACCT-2496,Withdrawal - Services,123 Cleaning Services
3affa453-ec07-4a14-ade3-48a1843fa68f,2023-05-14,Deposit,2130.4404,ACCT-7567,Deposit - Office Supplies,XYZ Tech Solutions
d87b21c4-d17d-443d-bf37-a11c13d7fba4,2023-05-15,Payment,525.6638,ACCT-4258,Monthly Utility Bill,City Power & Utilities
cf0dc95a-f540-4728-a9cc-d5df9611c026,2023-05-15,Payment,2603.601,ACCT-6086,Payment - Office Supplies,ABC Office Supplies
d5489472-50a4-49f9-a450-b66af7ba5150,2023-05-15,Transfer,1260.7848,ACCT-9614,Transfer - Equipment,ABC Office Supplies
1513d154-14d6-47a6-b611-773389f8b2d3,2023-05-15,Purchase,2161.04,ACCT-6779,Purchase - Services,123 Cleaning Services
ae31bbc2-5144-458b-991f-230d1c9a998e,2023-05-15,Purchase,1891.44,ACCT-5828,Purchase - Equipment,123 Cleaning Services
cae66641-f7e7-4081-8e2d-765763c393ce,2023-05-15,Purchase,4004.34,ACCT-7946,Purchase - Miscellaneous,XYZ Tech Solutions
ff7da07e-146e-4d60-bf85-67eb68e8e532,2023-05-15,Deposit,4762.14,ACCT-1734,Deposit - Miscellaneous,123 Cleaning Services
4d470bc5-f847-450b-af58-8727cbb6a604,2023-05-16,Purchase,1758.54,ACCT-7282,Purchase - Miscellaneous,XYZ Tech Solutions
6b8e5c1f-20dc-4752-b8bd-3369d7f8d7c6,2023-05-16,Payment,2025.5,ACCT-5189,Payment - Miscellaneous,123 Cleaning Services
9e84e071-2c9f-4340-b77f-8022bec102fe,2023-05-17,Deposit,3929.87,ACCT-9860,Deposit - Office Supplies,XYZ Tech Solutions
20d1b25b-6fa1-4439-87fa-d5a40d43d464,2023-05-17,Payment,2350.359,ACCT-2917,Payment - Services,123 Cleaning Services
f8b466a2-bd4b-44c0-a81a-96c1452e6323,2023-05-18,Purchase,1531.25,ACCT-8641,Purchase - Miscellaneous,123 Cleaning Services
0f078050-236f-46bb-9f62-4ecd90769d54,2023-05-18,Payment,2357.67,ACCT-1541,Payment - Services,ABC Office Supplies
