Transaction ID,Irregularity Type,Description
012b3e02-fe22-4aa5-98ee-7ec07df76fec,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 012b3e02-fe22-4aa5-98ee-7ec07df76fec: 4172.17 to 4130.45, Transaction 76457b45-63e7-434c-ae81-c652a3cfe4d3: 1124.71 to 1113.46, Transaction 214ff93a-b537-4f98-8c97-5fcd0c861153: 2966.79 to 2937.12, Transaction f2f82c5b-44be-48af-beb9-d04bf07cd508: 1392.23 to 1378.31, Transaction 205adcb1-07ab-46c1-b275-2078eb9aa5d9: 3266.27 to 3233.61, Transaction dcec1ce0-79c5-48d1-b612-b68b69d0722c: 2867.20 to 2838.53, Transaction 99def3ba-dd48-46bd-9081-e7120cb33ba7: 1708.06 to 1690.98, Transaction e2aeffb3-afbd-4bb0-867d-7d46e6b4cfc1: 1757.28 to 1739.71, Transaction 1334f4de-424b-4654-b1ae-883ae52206de: 1240.49 to 1228.09, Transaction 900034f9-f6cb-4df7-bee2-7688ac2ecf91: 1747.37 to 1729.90"
4b900c12-6799-4541-9b0e-06b8c38cbf67,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 4b900c12-6799-4541-9b0e-06b8c38cbf67: 1285.91 to 1273.05, Transaction eb0a21f0-0246-49dd-91a7-229f6d5e72c1: 71138.69 to 70427.30, Transaction d417743b-5541-4567-9cc8-fcf5ebabd422: 6345.23 to 6281.77, Transaction 8ea7f344-e00f-4e77-b811-08c6849d279f: 3124.30 to 3093.06, Transaction a026341a-4326-41b5-9c43-9aaa71bd13c2: 3735.99 to 3698.63, Transaction 85316d4d-d947-43ba-a089-2f4c99c290a2: 1940.50 to 1921.09, Transaction 43791fc5-8d1d-4231-9d14-a6555585ee54: 7722.24 to 7645.02, Transaction b706d3a4-6267-4ec2-bba8-a439ec9bc949: 2750.81 to 2723.30, Transaction 50ee9963-7f41-48b0-b353-b6629fc03b69: 1860.80 to 1842.19, Transaction c0957641-56f0-46b3-9852-cc6a4c173bfe: 4533.02 to 4487.69"
b535fe76-4ddb-4587-bf37-e37b1e7734df,round_number_bias,Amount rounded from 1008.84 to 1000.00
,missing_id,Transaction ID removed (original ID: a71f6416-fd56-4f57-be7e-d99c3cc7972c)
400bec11-604a-4ce2-bb0a-69c53941d150,seasonal_anomaly,No change (not in winter months)
0d209e69-609d-483b-be44-754a477e59ce,round_number_bias,Amount rounded from 1570.41 to 1600.00
8937c0b8-f7c0-4c64-90e3-b8a78fbb2326,benford_violation,Amount changed from 3333.90 to 5062.63 (violating Benford's Law)
05424fe1-2678-41ad-9988-11ebc4180baa,double_spend,Transaction duplicated with new ID fc35dafc-ec13-40ce-8cf9-ef2d928eb3fa and date changed from 2023-08-13 to 2023-08-13 00:49
99def3ba-dd48-46bd-9081-e7120cb33ba7,frequency_change,No change (not a recurring transaction)
bf82f474-a217-4c99-849b-06539b01c9df,mismatched_description,Description changed from 'Client Entertainment' to 'Client Entertainment'
176930cf-358f-41f6-89c6-d5f80ab3d622,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 176930cf-358f-41f6-89c6-d5f80ab3d622: 3710.64 to 3673.53, Transaction d9c81ab3-4670-4e68-b955-76385e52f5d9: 7256.09 to 7183.53, Transaction 4d9af4e8-3f91-4713-8703-c6077b6527e1: 6270.85 to 6208.14, Transaction 3c07ed6e-c532-4366-a84b-a4fdf85e6df3: 1847.19 to 1828.72, Transaction 8662bcde-82fd-427c-be9e-1fc436d0ef40: 1858.63 to 1840.04, Transaction 9eecc358-d844-40e6-ada7-69c95421bddb: 3219.00 to 3186.81, Transaction 99a42ae9-5913-48eb-8786-654113fe3d06: 3213.16 to 3181.03, Transaction 1711f3f7-d052-4f5d-b360-a856f4141d58: 3580.54 to 3544.73, Transaction 275e8b1d-2eb1-4a48-9e2d-d14ef7a64b2a: 3713.63 to 3676.49, Transaction 63edfbab-9677-4328-a9f4-edf15408d445: 5249.20 to 5196.71"
e51176ff-b214-47c7-bbe1-456e753f7da1,wrong_account,Account number changed from WRONG-837 to WRONG-602
8de57cee-95cd-41b2-9f85-8acf45aa5147,mismatched_description,Description changed from 'Withdrawal - Office Supplies' to 'Deposit - Miscellaneous'
981c38f4-b971-4987-b23a-a60f44442795,high_amount,Amount increased from 8857.09 to 52295.81
c369afd0-b871-4b8a-a449-c98e28b590dc,round_number_bias,Amount rounded from 1150.26 to 1200.00
f5bd7cff-421c-4810-8770-ecd28178a14d,frequency_change,No change (not a recurring transaction)
08ea1dbb-b61e-4198-ba71-780bb100003b,personal_expense,"Changed to personal expense: Vendor from 'ABC Office Supplies' to 'Designer Clothing Co.', Description from 'Payment - Equipment' to 'Office Decor', Amount from 4796.98 to 2075.88"
e5e93d75-c9d7-42d4-bcdf-5383554d1569,incorrect_date,Date changed from 2023-12-16 to future date 2024-01-24
de750beb-0b41-4c31-b44d-f3bb0d4e0e84,seasonal_anomaly,No change (not in winter months)
382f8121-9de7-4e22-88a4-be0c174324a9,incorrect_date,Date changed from 2023-08-01 to future date 2024-01-02
a24e864d-e6b7-4281-9cf9-322196eba610,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction a24e864d-e6b7-4281-9cf9-322196eba610: 6212.18 to 6150.06, Transaction 32597786-af3a-4c16-b536-cd5934421155: 1098.03 to 1087.05, Transaction dc159d4f-e878-4fd0-a069-7b380eb03277: 3625.16 to 3588.91, Transaction 03d9b6f9-22b7-4e6a-a6e1-5b93d7fe0c44: 1622.43 to 1606.21, Transaction ea2a7ee3-f502-43e5-a847-4218f46e43ef: 1901.86 to 1882.84, Transaction 7afde8fb-8223-4da7-ac8a-1933e3195bb5: 3570.58 to 3534.88, Transaction 9f2a3032-1845-4996-b200-953b646b0a56: 3134.31 to 3102.97, Transaction c16410dc-af15-47a4-ad62-4e0bbb0cc522: 1512.39 to 1497.27, Transaction 9f2d91f0-d82c-4809-aea3-89da673b5f31: 6294.74 to 6231.79, Transaction af67e373-a579-4094-a034-2d05159d73cb: 4747.80 to 4700.32"
bd3571d9-f905-42d1-858d-e420b737f3c9,benford_violation,Amount changed from 6406.91 to 5381.87 (violating Benford's Law)
205adcb1-07ab-46c1-b275-2078eb9aa5d9,incorrect_date,Date changed from 2023-12-21 to future date 2024-01-21
899a0d7e-f3af-4ac8-9513-39252eefc488,high_amount,Amount increased from 5124.51 to 67747.05
cbb8c49a-e22f-4529-ba45-c399ec1ef1fc,round_number_bias,Amount rounded from 2704.03 to 2700.00
,double_spend,Transaction duplicated with new ID c4a8be1f-28bf-42b0-8a1e-35a407e0ede5 and date changed from 2023-09-18 to 2023-09-18 00:50
d45a38a6-2a54-4fe9-97a0-bebc7464ef10,benford_violation,Amount changed from 4370.61 to 6330.16 (violating Benford's Law)
1c757f80-e171-48dc-b731-28186e9e577b,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 1c757f80-e171-48dc-b731-28186e9e577b: 1102.36 to 1091.34, Transaction 16414874-e887-4c85-985e-0077af63c399: 1978.07 to 1958.29, Transaction 8a3f0a83-de50-4a56-9488-53f0c491c986: 5812.12 to 5754.00, Transaction be8b1c94-b6a8-446b-933b-100c95561dd4: 5326.38 to 5273.12, Transaction bfb059f2-47d8-4ac4-8968-7ba27b7231b9: 4441.84 to 4397.42, Transaction 6049ac5f-d7e4-454d-bc52-2c1e2cbeca49: 1143.63 to 1132.19, Transaction 1d96de5f-13f6-4940-be54-672fe7d3902b: 3103.47 to 3072.44, Transaction 435dede6-ee20-4292-82f5-7915f82f93d6: 1477.90 to 1463.12, Transaction 64465ea9-fd03-4ef9-84f4-43377579211d: 1671.80 to 1655.08, Transaction 7c87d9bd-62b6-41a7-aeb7-dfe36a5429bb: 5234.54 to 5182.19"
f2f82c5b-44be-48af-beb9-d04bf07cd508,benford_violation,Amount changed from 1378.31 to 5284.35 (violating Benford's Law)
205adcb1-07ab-46c1-b275-2078eb9aa5d9,benford_violation,Amount changed from 3233.61 to 5377.34 (violating Benford's Law)
7fee4ed5-7c52-4141-aad9-731412bfcd5a,frequency_change,No change (not a recurring transaction)
05424fe1-2678-41ad-9988-11ebc4180baa,wrong_account,Account number changed from ACCT-4197 to WRONG-354
0c98ed07-9871-40ec-81e3-f9d1ce142ddb,mismatched_description,Description changed from 'Purchase - Miscellaneous' to 'Purchase - Miscellaneous'
dfe30b9b-c178-447a-a139-e7ca09596597,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction dfe30b9b-c178-447a-a139-e7ca09596597: 1878.83 to 1860.04, Transaction d6e7a1c4-4770-4e00-92c3-145ca38f612f: 1051.78 to 1041.26, Transaction 7e10bdd5-d0e3-430d-af4e-8780daea7c2b: 4253.15 to 4210.62, Transaction e356f616-8948-4d13-8c5c-b90822107991: 4876.74 to 4827.97, Transaction 6bde9f52-458e-4caf-b73d-bb42664d8269: 1915.26 to 1896.11, Transaction c21a7a85-edce-4b82-a005-4595db405087: 8870.72 to 8782.01, Transaction 86df9c9c-670f-45ab-a6b6-33f503540fd0: 7326.56 to 7253.29, Transaction 457bd3d4-7976-4559-b767-e2feb34a4633: 1167.13 to 1155.46, Transaction 5c3b8539-c3be-4e4b-aaa4-27288100be3c: 4550.11 to 4504.61, Transaction d4706183-d3d8-4c39-8c0c-9fefd1cf21ba: 4583.16 to 4537.33"
6c73629e-5d9f-4752-b769-c7244a5ad27d,double_spend,Transaction duplicated with new ID f3d82a60-cb6d-4811-b3c1-e5966f4601be and date changed from 2023-07-06 to 2023-07-06 00:59
1d51249c-ca95-4ce4-b1b3-285b798b9e9f,high_amount,Amount increased from 1597.02 to 62297.82
c34c39d1-7b4c-41d7-a0db-37733d021799,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction c34c39d1-7b4c-41d7-a0db-37733d021799: 1874.01 to 1855.27, Transaction 85be2dad-3eeb-47de-9c2a-1c1bd51fc73d: 3751.69 to 3714.17, Transaction 3ccd46a9-0dce-4ecd-b429-fb584f4c9498: 3621.45 to 3585.24, Transaction f906b910-dc09-4be5-9488-0307eb1775d9: 2738.07 to 2710.69, Transaction 561ce9b6-ddd2-4b93-9ac3-01d0fe521c29: 8231.91 to 8149.59, Transaction 1a942572-14c0-483a-a535-8f1a4f813c20: 3769.74 to 3732.04, Transaction 310d51de-7d29-44bf-9780-4097588505bb: 4644.61 to 4598.16, Transaction 257aaf37-1f74-4bad-9832-ea2ed2c039c2: 8292.59 to 8209.66, Transaction 013b1daa-544a-4c29-82d3-92006ce38497: 9986.56 to 9886.69, Transaction 24581c1b-0528-419d-8cdc-b07a7fdb0ef2: 3365.44 to 3331.79"
01d11b94-136f-4439-978c-956299d64040,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 01d11b94-136f-4439-978c-956299d64040: 1253.51 to 1240.97, Transaction 132d6dd7-2e48-4481-9ffd-3a48bd111d03: 6468.07 to 6403.39, Transaction a8ab79bd-a007-4f7a-a22a-534b5631a235: 2092.58 to 2071.65, Transaction 4098c3c2-5fd5-4c89-a5c6-bbb9d5af0b4f: 1817.23 to 1799.06, Transaction 770e3d5f-1e3c-4d22-b3eb-4a6fbef7f22d: 4137.73 to 4096.35, Transaction 8de58ab5-74c0-4e27-9433-a699b2c69063: 2898.21 to 2869.23, Transaction 445defcc-852b-4f0e-847f-b06e1b0672b7: 4369.02 to 4325.33, Transaction bf830f2f-32a0-4052-a8f9-06fe59e22254: 1232.02 to 1219.70, Transaction f52a6b83-4240-410d-87b2-703bc06c124b: 1002.95 to 992.92, Transaction 9f146101-2442-4791-bcf2-39eb68706052: 8220.76 to 8138.55"
bd6417f2-35b4-4f2e-aaf4-28cbb18e2400,incorrect_date,Date changed from 2023-08-30 to future date 2024-01-14
70351e5b-ee08-41cc-a3c3-20f51ffaa932,double_spend,Transaction duplicated with new ID 664ddc6f-1d03-4325-8657-2d9640b3d83c and date changed from 2023-09-29 to 2023-09-29 00:14
d8cb72a3-8fbf-45c5-9844-327603e40d0b,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction d8cb72a3-8fbf-45c5-9844-327603e40d0b: 1650.65 to 1634.14, Transaction 042dd003-00b5-433a-87ad-7f45ad7eb643: 3641.69 to 3605.27, Transaction 241fcd05-d415-4ad8-8d5d-40e76a2787af: 1522.97 to 1507.74, Transaction 9ef59b1e-640f-40cf-b8a7-d2898f932b79: 6900.78 to 6831.77, Transaction 767d13db-2470-4d95-8254-d59eded12efb: 1935.24 to 1915.89, Transaction 817bc410-b594-4a80-9fd4-f3dfe418653e: 2461.91 to 2437.29, Transaction f122458b-802d-4359-8247-32a58ba70747: 6467.52 to 6402.85, Transaction b1f16517-4dc1-4ce4-8c2e-f32138ec8aa3: 8991.62 to 8901.70, Transaction 51cf1c37-88b1-444b-96a0-aa9311503be8: 6527.30 to 6462.03, Transaction 3a7e6dba-e1fe-4677-9a35-a2364ba2d1b8: 6925.41 to 6856.16"
c02ad31d-d846-43f1-964d-782fdedf75ea,round_number_bias,Amount rounded from 3752.40 to 3800.00
20e4a501-5f57-4a58-9db6-e353fcd72d60,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 20e4a501-5f57-4a58-9db6-e353fcd72d60: 2179.84 to 2158.04, Transaction 747abd0d-6c64-40a6-b494-5ce38105e264: 5259.78 to 5207.18, Transaction 681e3e55-e5ca-4f51-b1a1-15046ee2c21c: 1793.34 to 1775.40, Transaction fa02a833-4f38-45da-80b6-232bd88b4f2d: 1251.89 to 1239.38, Transaction 74c8abb2-c883-4d4b-8446-b5737b7e1a22: 2785.05 to 2757.20, Transaction 7a480cbf-8b1c-4377-ac7c-dcb4a92b11dc: 6413.74 to 6349.61, Transaction 617bc16b-8c2d-4a90-9558-3ca85c7441c4: 5060.09 to 5009.49, Transaction b032f917-99fe-400c-96a4-349fad0e96a0: 4965.53 to 4915.87, Transaction bdfb3a2c-a479-4239-b28c-3e9465b9a756: 2797.35 to 2769.38, Transaction 165a662d-a3d8-458d-9b84-18c2e537f8ca: 1791.67 to 1773.75"
457bd3d4-7976-4559-b767-e2feb34a4633,frequency_change,No change (not a recurring transaction)
35ae4eb7-f6e9-48cc-9b36-9f32d803153a,personal_expense,"Changed to personal expense: Vendor from 'XYZ Tech Solutions' to 'Gourmet Restaurant', Description from 'Withdrawal - Miscellaneous' to 'Team Building Retreat', Amount from 1874.00 to 1551.24"
132d6dd7-2e48-4481-9ffd-3a48bd111d03,incorrect_date,Date changed from 2023-10-21 to future date 2024-01-16
d2a9355d-86c9-4711-a694-90bfcdf2f5ff,high_amount,Amount increased from 1848.12 to 99842.13
4bb3453a-7893-4025-bd43-1c5cf93f308f,subtle_skimming,"Subtle skimming applied to 10 transactions: Transaction 4bb3453a-7893-4025-bd43-1c5cf93f308f: 8155.72 to 8074.16, Transaction 807af8f2-5375-4cc9-9e52-ec0dbf363449: 4621.24 to 4575.03, Transaction 85d73abe-8003-413e-99ac-a90ddc023d3b: 1173.05 to 1161.32, Transaction a24cf620-04f0-4b85-becd-507244aeaacb: 1114.36 to 1103.22, Transaction 9d21a462-8f00-454c-94c3-c8a45ddb9f99: 3050.24 to 3019.74, Transaction 82d7b3ba-913a-403d-af7e-bea2e5c74cfa: 6833.29 to 6764.96, Transaction 7d96c87a-1511-4aca-8e66-2b503a87ccb5: 4881.89 to 4833.07, Transaction fc35dafc-ec13-40ce-8cf9-ef2d928eb3fa: 9240.44 to 9148.04, Transaction c4a8be1f-28bf-42b0-8a1e-35a407e0ede5: 6885.92 to 6817.06, Transaction f3d82a60-cb6d-4811-b3c1-e5966f4601be: 6175.81 to 6114.05"
34923e2d-60fb-4a12-956a-9e4b12b5fa9a,seasonal_anomaly,No change (not in winter months)
486bd6fc-f845-4776-b5d0-de64cc362981,high_amount,Amount increased from 1424.58 to 88519.47
4d6b1856-b7f9-4b20-871b-17405833a369,cumulative_irregularity,Amount increased by 9.72
704920ef-3fcc-4905-ae28-618ea1eb4a86,cumulative_irregularity,Amount increased by 8.46
588d2fe9-4c4b-41b8-a1e7-4055cadfffcf,cumulative_irregularity,Amount increased by 1.95
8e0f7d3f-7835-47cc-a69b-81720fd21b3d,cumulative_irregularity,Amount increased by 9.80
993259b2-575a-4675-93a9-580318813bd6,cumulative_irregularity,Amount increased by 6.25
0b45298b-c727-4134-9d41-b56654428053,cumulative_irregularity,Amount increased by 8.35
780860c5-773d-4462-8dc7-34d0c85a25cb,cumulative_irregularity,Amount increased by 7.01
408b6386-365f-4262-a196-3c00a527ded1,cumulative_irregularity,Amount increased by 3.07
78ff9238-d6e7-440d-92ff-82a54bdd3cfe,cumulative_irregularity,Amount increased by 6.02
620bab1e-777b-405b-a2a3-a3b2b95aeee2,cumulative_irregularity,Amount increased by 9.13
7e760b3f-e1dd-4ce4-bb2e-ef143c6c049e,cumulative_irregularity,Amount increased by 7.41
7fe99941-03f6-4800-aa5f-b02a0f4df170,cumulative_irregularity,Amount increased by 9.89
54bbc741-9a65-4ed3-a48f-dfc47c2a9054,cumulative_irregularity,Amount increased by 3.06
68a9ee21-00d4-44d4-8b14-ac0a50d157d0,cumulative_irregularity,Amount increased by 8.34
d400a819-f6e6-4823-a6a2-82df5a04cf3f,cumulative_irregularity,Amount increased by 3.86
2c2762d3-4bed-4b3c-83ab-0b25284a9526,cumulative_irregularity,Amount increased by 4.95
20753a4a-d323-4a91-8d8e-fa9bf1b98d8a,cumulative_irregularity,Amount increased by 5.53
bfb71ae8-8dbf-4797-9b99-8a24f2a8ad4f,cumulative_irregularity,Amount increased by 1.14
703acaeb-b094-493e-b032-179082f4e503,cumulative_irregularity,Amount increased by 2.53
6af16b68-35b7-4c60-ab0e-ee28c83dd775,cumulative_irregularity,Amount increased by 3.98
e96c33e8-63dd-40d1-9b78-19e6371eddf2,cumulative_irregularity,Amount increased by 1.43
f18d18cd-bee2-434f-ae8a-9a4ba98d3ad7,cumulative_irregularity,Amount increased by 8.59
e260b374-a06c-4096-8aa2-78f23e3eae6b,cumulative_irregularity,Amount increased by 5.55
a9d8f01a-1d30-49bb-8c18-92547cc9f2bf,cumulative_irregularity,Amount increased by 4.79
b37885bc-b81d-4cf3-bfd3-165ebd4ce3a7,cumulative_irregularity,Amount increased by 8.21
f62b9ad8-36c2-4f4a-9176-ef74f9f06885,cumulative_irregularity,Amount increased by 1.98
6f1023db-4199-4f64-b296-498551559b5d,cumulative_irregularity,Amount increased by 5.00
266b3eeb-3a27-4502-8569-b4254b0ba023,cumulative_irregularity,Amount increased by 2.32
4ae534fd-608e-49c3-a9ff-86bca3798044,cumulative_irregularity,Amount increased by 6.31
64656d76-c63f-43fb-95fb-ded65ad0b68c,cumulative_irregularity,Amount increased by 2.31
2d459797-260a-4b7a-893e-5e253dfd6db6,cumulative_irregularity,Amount increased by 4.58
84af68b3-3afb-48f3-b311-79b8cc6985c3,cumulative_irregularity,Amount increased by 4.29
08ea1dbb-b61e-4198-ba71-780bb100003b,cumulative_irregularity,Amount increased by 1.26
1f543d59-fd07-4f7c-b25d-32eafd8342d3,cumulative_irregularity,Amount increased by 2.04
fc3a89b1-0f31-4dc1-83a1-39f75a3933fa,cumulative_irregularity,Amount increased by 6.69
67d08cb8-1a58-425d-845b-4347d1a7231f,cumulative_irregularity,Amount increased by 7.77
